Ticker,Date/Time,Open,High,Low,Close,Volume(Unit),Net Buy Sell(Total),Net Buy Sell Foreign,Trade Value
UNSP,08/04/2020,61.00,62.00,61.00,61.00,112200.00,2587600.00,0.00,6845400.00
UNTR,08/04/2020,20650.00,20750.00,20150.00,20450.00,3548700.00,15426129920.00,-29530359808.00,72519401472.00
UNVR,08/04/2020,8350.00,8350.00,8150.00,8225.00,13251900.00,13432810496.00,-7346052608.00,109051281408.00
URBN,08/04/2020,1355.00,1355.00,1350.00,1355.00,151600.00,205147504.00,0.00,205417504.00
VICO,08/04/2020,72.00,72.00,69.00,71.00,400.00,14500.00,0.00,28300.00
VINS,08/04/2020,91.00,94.00,89.00,89.00,125600.00,-6039100.00,0.00,11439100.00
VIVA,08/04/2020,50.00,50.00,50.00,50.00,1000.00,50000.00,0.00,50000.00
VOKS,08/04/2020,190.00,196.00,189.00,196.00,37000.00,-5887200.00,0.00,7170800.00
VRNA,08/04/2020,121.00,121.00,111.00,111.00,300.00,10100.00,0.00,34300.00
WAPO,08/04/2020,60.00,60.00,56.00,59.00,300.00,6300.00,0.00,17500.00
WEGE,08/04/2020,183.00,183.00,174.00,179.00,26957500.00,-108267800.00,-962902272.00,4815887360.00
WEHA,08/04/2020,72.00,76.00,71.00,74.00,594200.00,33008000.00,0.00,43466000.00
WICO,08/04/2020,580.00,580.00,580.00,580.00,0.00,0.00,0.00,0.00
WIIM,08/04/2020,302.00,372.00,300.00,358.00,398458112.00,15914432512.00,13075600.00,139026153472.00
WIKA,08/04/2020,1110.00,1120.00,1060.00,1090.00,35127700.00,8812558336.00,-2365980928.00,38123831296.00
WINS,08/04/2020,95.00,98.00,95.00,98.00,50000.00,4810000.00,4810000.00,4810000.00
WOMF,08/04/2020,202.00,216.00,200.00,214.00,197800.00,2687200.00,0.00,41418400.00
WOOD,08/04/2020,370.00,398.00,368.00,390.00,94392704.00,6001067520.00,1349679616.00,36442456064.00
WOWS,08/04/2020,75.00,75.00,70.00,74.00,22125500.00,456901312.00,-720000.00,1576679680.00
WSBP,08/04/2020,180.00,183.00,173.00,173.00,104771400.00,-8062140416.00,269454688.00,18553182208.00
WSKT,08/04/2020,595.00,610.00,585.00,600.00,42640800.00,-1092428032.00,3696589568.00,25592369152.00
WTON,08/04/2020,262.00,266.00,254.00,264.00,7081800.00,-512910784.00,49004800.00,1854874752.00
XAFA,08/04/2020,1032.00,1032.00,1032.00,1032.00,0.00,0.00,0.00,0.00
XAQA,08/04/2020,777.00,777.00,777.00,777.00,100.00,-77700.00,0.00,77700.00
XASG,08/04/2020,87.00,87.00,87.00,87.00,0.00,0.00,0.00,0.00
XBES,08/04/2020,808.00,808.00,808.00,808.00,100.00,-80800.00,0.00,80800.00
XBID,08/04/2020,437.00,443.00,437.00,443.00,300.00,43100.00,0.00,131700.00
XBIN,08/04/2020,428.00,428.00,428.00,428.00,0.00,0.00,0.00,0.00
XBLQ,08/04/2020,395.00,395.00,395.00,395.00,200.00,79000.00,0.00,79000.00
XBNI,08/04/2020,889.00,889.00,889.00,889.00,0.00,0.00,0.00,0.00
XBSK,08/04/2020,326.00,326.00,326.00,326.00,0.00,0.00,0.00,0.00
XCID,08/04/2020,79.00,79.00,78.00,78.00,56500.00,4447800.00,0.00,4463400.00
XCIS,08/04/2020,105.00,105.00,105.00,105.00,0.00,0.00,0.00,0.00
XCLQ,08/04/2020,83.00,83.00,83.00,83.00,200.00,16600.00,0.00,16600.00
XDIF,08/04/2020,386.00,386.00,386.00,386.00,0.00,0.00,0.00,0.00
XIHD,08/04/2020,399.00,400.00,399.00,400.00,101800.00,40620000.00,0.00,40620000.00
XIIC,08/04/2020,905.00,905.00,905.00,905.00,0.00,0.00,0.00,0.00
XIID,08/04/2020,438.00,438.00,438.00,438.00,0.00,0.00,0.00,0.00
XIIF,08/04/2020,447.00,447.00,443.00,443.00,20400.00,9097600.00,0.00,9097600.00
XIIT,08/04/2020,465.00,470.00,465.00,470.00,1800.00,-743900.00,0.00,837900.00
XIJI,08/04/2020,561.00,561.00,561.00,561.00,6800.00,3814800.00,0.00,3814800.00
XILV,08/04/2020,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00
XIML,08/04/2020,226.00,228.00,226.00,228.00,53500.00,11040000.00,0.00,12170000.00
XIPI,08/04/2020,136.00,136.00,136.00,136.00,0.00,0.00,0.00,0.00
XISB,08/04/2020,398.00,398.00,398.00,398.00,0.00,0.00,0.00,0.00
XISC,08/04/2020,521.00,521.00,512.00,512.00,27500.00,11745000.00,0.00,14305000.00
XISI,08/04/2020,272.00,272.00,272.00,272.00,0.00,0.00,0.00,0.00
XISR,08/04/2020,326.00,326.00,326.00,326.00,1700.00,489000.00,0.00,554200.00
XKIV,08/04/2020,357.00,357.00,357.00,357.00,20000.00,7140000.00,0.00,7140000.00
XMIG,08/04/2020,136.00,136.00,136.00,136.00,0.00,0.00,0.00,0.00
XMJM,08/04/2020,1001.00,1001.00,1001.00,1001.00,0.00,0.00,0.00,0.00
XMTS,08/04/2020,406.00,406.00,406.00,406.00,0.00,0.00,0.00,0.00
XNVE,08/04/2020,115.00,115.00,115.00,115.00,0.00,0.00,0.00,0.00
XPCR,08/04/2020,754.00,754.00,754.00,754.00,100.00,-75400.00,0.00,75400.00
XPDV,08/04/2020,387.00,387.00,387.00,387.00,0.00,0.00,0.00,0.00
XPES,08/04/2020,347.00,350.00,347.00,348.00,1300.00,-242200.00,0.00,451800.00
XPFT,08/04/2020,620.00,620.00,620.00,620.00,0.00,0.00,0.00,0.00
XPID,08/04/2020,430.00,430.00,430.00,430.00,1000.00,430000.00,0.00,430000.00
XPLC,08/04/2020,397.00,397.00,397.00,397.00,0.00,0.00,0.00,0.00
XPLQ,08/04/2020,404.00,404.00,391.00,391.00,10000.00,-4023100.00,0.00,4023100.00
XPMI,08/04/2020,785.00,785.00,785.00,785.00,0.00,0.00,0.00,0.00
XPSG,08/04/2020,343.00,343.00,343.00,343.00,0.00,0.00,0.00,0.00
XPTD,08/04/2020,416.00,416.00,416.00,416.00,0.00,0.00,0.00,0.00
XSBC,08/04/2020,95.00,95.00,95.00,95.00,0.00,0.00,0.00,0.00
XSMU,08/04/2020,109.00,109.00,109.00,109.00,0.00,0.00,0.00,0.00
XSPI,08/04/2020,750.00,750.00,750.00,750.00,0.00,0.00,0.00,0.00
XSRI,08/04/2020,154.00,154.00,154.00,154.00,0.00,0.00,0.00,0.00
XSSI,08/04/2020,112.00,112.00,112.00,112.00,0.00,0.00,0.00,0.00
XSSK,08/04/2020,572.00,572.00,567.00,567.00,2100.00,1087300.00,0.00,1200700.00
YELO,08/04/2020,50.00,50.00,50.00,50.00,1600.00,80000.00,0.00,80000.00
YPAS,08/04/2020,480.00,480.00,476.00,476.00,200.00,95600.00,0.00,95600.00
YULE,08/04/2020,172.00,172.00,172.00,172.00,100.00,-17200.00,0.00,17200.00
ZBRA,08/04/2020,50.00,50.00,50.00,50.00,0.00,0.00,0.00,0.00
ZINC,08/04/2020,138.00,141.00,133.00,135.00,306132096.00,11523166208.00,3400.00,42077413376.00
ZONE,08/04/2020,416.00,416.00,412.00,412.00,62400.00,25328800.00,0.00,25740800.00
~~~EQUITY,05/28/2020,9990.44,10000.00,-0.00,9990.44,0.00,1.00,0.00,0.00
